6045781143620663|07|2032|646
6045781143627346|10|2029|015
6045781143623634|05|2029|648
6045781143625803|07|2024|997
6045781143627247|02|2026|959
6045781143628708|04|2030|543
6045781143622743|11|2024|388
6045781143620523|05|2030|582
6045781143621661|04|2032|745
6045781143627114|04|2030|905
6045781143623220|06|2027|583
6045781143620671|04|2029|747
6045781143625258|11|2028|335
6045781143627247|09|2031|525
6045781143628385|11|2032|338
6045781143626322|02|2027|841
6045781143627353|10|2031|509
6045781143625316|02|2024|818
6045781143626264|02|2030|440
6045781143627858|09|2028|933
6045781143621307|09|2032|430
6045781143628765|03|2029|903
6045781143621448|01|2028|738
6045781143622503|07|2024|122
6045781143628377|12|2031|441
6045781143627841|03|2027|046
6045781143625654|12|2028|009
6045781143623501|07|2028|365
6045781143622685|08|2030|450
6045781143628641|06|2025|556
6045781143628732|08|2026|275
6045781143627783|02|2024|434
6045781143621471|06|2024|648
6045781143625134|08|2026|149
6045781143625274|02|2027|559
6045781143622867|08|2030|483
6045781143620564|12|2032|974
6045781143623865|12|2027|709
6045781143627726|04|2031|651
6045781143621703|12|2032|318
6045781143623204|03|2031|313
6045781143624152|06|2027|865
6045781143628427|04|2030|328
6045781143620721|01|2025|584
6045781143626470|03|2024|193
6045781143626066|04|2024|878
6045781143621372|07|2025|639
6045781143622560|02|2024|121
6045781143626553|04|2028|514
6045781143624277|11|2031|586
6045781143622388|12|2030|970
6045781143627270|09|2028|444
6045781143628484|10|2027|105
6045781143620770|04|2030|558
6045781143624285|09|2028|858
6045781143623030|04|2032|246
6045781143621810|05|2027|138
6045781143620507|10|2032|225
6045781143628773|08|2025|784
6045781143628138|02|2025|141
6045781143628211|10|2026|538
6045781143627270|01|2027|514
6045781143620234|08|2025|937
6045781143622651|07|2027|726
6045781143620242|01|2029|484
6045781143621240|06|2028|360
6045781143627585|05|2024|667
6045781143621018|07|2025|975
6045781143626405|03|2030|589
6045781143622834|10|2026|117
6045781143623600|10|2030|049
6045781143624681|06|2030|968
6045781143622206|08|2031|761
6045781143627072|01|2026|807
6045781143621208|07|2024|064
6045781143620374|12|2032|660
6045781143627080|08|2029|269
6045781143624434|08|2029|971
6045781143625522|04|2032|481
6045781143624582|08|2027|991
6045781143623527|09|2026|935
6045781143627882|04|2028|571
6045781143620333|01|2032|790
6045781143627015|05|2027|822
6045781143620036|08|2032|332
6045781143624277|07|2024|765
6045781143625142|06|2029|164
6045781143625001|03|2028|223
6045781143622545|05|2027|388
6045781143623428|12|2025|312
6045781143626207|05|2032|068
6045781143626421|08|2029|168
6045781143623873|03|2032|026
6045781143624277|05|2024|172
6045781143625308|02|2027|837
6045781143621216|09|2025|889
6045781143625720|02|2030|492
6045781143624848|10|2027|217
6045781143625761|02|2030|396
6045781143622487|07|2026|305
6045781143624541|04|2025|173
6045781143627262|11|2032|967
6045781143625738|08|2026|802
6045781143623311|11|2025|261
6045781143624103|01|2031|002
6045781143621356|12|2026|155
6045781143624517|01|2028|971
6045781143624368|08|2030|870
6045781143628526|01|2025|232
6045781143621653|01|2031|149
6045781143621661|08|2031|424
6045781143628088|06|2024|219
6045781143621067|09|2029|789
6045781143624780|04|2026|845
6045781143623451|04|2030|984
6045781143621000|03|2030|506
6045781143624863|02|2025|100
6045781143626413|03|2028|745
6045781143620010|03|2025|102
6045781143626082|05|2024|050
6045781143625480|04|2026|848
6045781143620176|01|2026|510
6045781143621257|04|2032|180
6045781143626066|02|2028|245
6045781143620655|11|2028|118
6045781143620028|04|2027|071
6045781143624640|09|2027|149
6045781143622560|05|2028|289
6045781143628716|11|2028|039
6045781143621877|04|2031|040
6045781143622487|06|2030|798
6045781143622032|10|2024|020
6045781143625605|08|2024|838
6045781143626322|09|2031|138
6045781143620051|06|2029|691
6045781143626801|06|2025|792
6045781143621018|02|2029|771
6045781143626587|03|2029|148
6045781143627064|02|2024|165
6045781143620168|09|2027|586
6045781143620432|06|2028|258
6045781143624582|08|2025|200
6045781143620861|05|2030|823
6045781143624822|05|2032|230
6045781143620267|04|2032|132
6045781143627866|01|2032|809
6045781143623667|04|2028|984
6045781143625423|03|2024|510
6045781143627635|03|2024|147
6045781143627841|08|2024|006
